dataset,target_id,Ncryst
training,5BQP_A,110
training,5BS1_A,79
training,5BT9_A,134
training,5BTY_A,185
training,5BVA_A,195
training,5BXR_A,458
training,5BY7_A,203
training,5BY8_A,130
training,5BY8_B,78
training,5C0P_A,223
training,5C17_A,192
training,5C2I_A,287
training,5C33_A,205
training,5C5Z_A,110
training,5C79_A,80
training,5C8G_A,60
training,5C8L_A,89
training,5C8Z_A,112
training,5C98_A,255
training,5CEG_A,80
training,5CFJ_A,91
training,5CIY_A,422
training,5COW_A,117
training,5CR4_A,170
training,5CR9_A,153
training,5CV0_A,120
training,5CX7_A,97
training,5CYV_A,78
training,5CYZ_C,42
training,5CZC_A,156
training,5CZW_A,169
training,5D08_A,158
training,5D1I_A,74
training,5D3Q_A,245
training,5D3X_A,115
training,5D4V_A,109
training,5D6E_A,164
training,5D6O_A,399
training,5D78_A,95
training,5D84_A,250
training,5DEQ_A,135
training,5DGJ_A,106
training,5DHD_A,35
training,5DJH_A,181
training,5DLK_A,307
training,5DLO_A,61
training,5DM2_A,195
training,5DMH_A,319
training,5DMM_A,137
training,5DWA_A,230
training,5DXL_A,344
training,5E1W_A,210
training,5E3E_B,96
training,5E3Q_A,141
training,5E4B_A,232
training,5E71_A,145
training,5E9P_A,100
training,5ECK_A,452
training,5EDF_A,175
training,5EH1_A,108
training,5EHA_A,139
training,5EJ8_A,549
training,5EMI_A,162
training,5EN2_C,95
training,5EP6_A,18
training,5EPE_A,88
training,5EQW_A,71
training,5EU0_A,142
training,5EUR_A,76
training,5EVF_A,54
training,5EWO_A,150
training,5EWU_A,362
training,5EWY_A,68
training,5EXE_C,262
training,5EYN_A,292
training,5F47_A,174
training,5F4C_A,48
training,5F4W_A,161
training,5F6R_A,208
training,5FA8_A,98
training,5FAA_A,104
training,5FAF_A,64
training,5FAI_A,90
training,5FC2_B,238
training,5FC9_A,120
training,5FEW_A,190
training,5FGP_A,64
training,5FI3_A,299
training,5FPZ_A,125
training,5FRD_A,172
training,5FS4_A,119
training,5FS8_A,398
training,5FSV_A,132
training,5FTW_A,236
training,5FU5_A,81
training,5FUI_A,115
training,5FVN_A,248
training,5G3X_A,118
training,5G4I_A,392
training,5G5C_A,157
training,5G5Y_A,361
training,5GI7_A,240
training,5GK1_A,285
training,5GMT_A,244
training,5GPO_A,99
training,5GQI_A,155
training,5GUD_A,459
training,5GWN_A,500
training,5GYR_A,102
training,5H06_A,588
training,5H0J_A,121
training,5H0M_A,83
training,5H28_A,290
training,5H2D_A,419
training,5H3V_A,70
training,5H4E_A,438
training,5H4S_A,301
training,5H5F_A,227
training,5H6T_A,341
training,5H6X_A,66
training,5H7K_A,304
training,5H9N_A,170
training,5HB6_A,140
training,5HB7_A,154
training,5HD9_A,138
training,5HDI_A,250
training,5HDM_A,395
training,5HGZ_A,171
training,5HJ9_A,98
training,5HJF_A,165
training,5HJM_A,271
training,5HKL_A,82
training,5HKQ_A,95
training,5HNV_A,226
training,5HOB_A,47
training,5HOK_A,67
training,5HQJ_A,196
training,5HRA_A,216
training,5HT2_A,127
training,5HTX_A,279
training,5HWN_A,289
training,5HX0_A,261
training,5HYZ_A,232
training,5HZD_A,404
training,5I1U_A,226
training,5I32_A,114
training,5I39_A,428
training,5I3E_A,288
training,5I5D_A,226
training,5I5N_A,112
training,5I90_A,326
training,5I95_A,361
training,5IB0_A,54
training,5IBW_C,65
training,5IBZ_A,366
training,5IG6_A,152
training,5IGI_A,393
training,5II8_A,129
training,5IL2_B,140
training,5ILB_A,407
training,5IMU_A,305
training,5INR_A,529
training,5IO9_A,106
training,5IQJ_A,51
training,5IRC_A,194
training,5ITQ_A,254
training,5IU1_A,78
training,5IWH_A,112
training,5IXG_A,143
training,5IXH_A,94
training,5IZ3_A,211
training,5IZA_A,192
training,5J1N_A,202
training,5J71_A,199
training,5J92_A,222
training,5JBL_A,68
training,5JBN_A,55
training,5JBR_A,117
training,5JCA_L,315
training,5JCA_S,271
training,5JCI_A,327
training,5JDA_A,190
training,5JDK_A,158
training,5JI7_A,220
training,5JIC_A,253
training,5JJ2_A,147
training,5JKJ_A,483
training,5JLB_A,139
training,5JNV_A,160
training,5JUG_A,203
training,5JWO_B,55
training,5K08_A,62
training,5K2X_A,383
training,5K34_A,155
training,5K4B_A,396
training,5KAR_A,314
training,5KD5_A,313
training,5KD6_A,237
training,5KLA_A,219
training,5KO5_A,208
training,5KTN_A,374
training,5KUC_A,290
training,5KVB_A,133
training,5KVS_A,256
training,5KWB_A,160
training,5KYC_B,350
training,5KZZ_A,47
training,5L0L_A,134
training,5L0V_A,367
training,5L16_A,154
training,5L20_A,116
training,5LAL_A,62
training,5LB7_A,67
training,5LDQ_A,75
training,5LE5_M,74
training,5LJP_A,113
training,5LS7_B,83
training,5LS7_D,89
training,5LSL_E,58
training,5LSV_A,255
training,5LU5_A,183
training,5LVO_A,308
training,5LW0_A,120
training,5LW3_A,261
training,5LX6_A,182
training,5LXX_A,411
training,5M0Y_B,61
training,5M1M_A,108
training,5M1P_A,211
training,5M26_A,148
training,5M2P_A,109
training,5M2Y_A,80
training,5M31_A,56
training,5M4B_A,340
training,5M72_B,9
training,5M7Y_A,245
training,5M97_A,37
training,5MBX_A,269
training,5MDR_A,100
training,5MDU_A,186
training,5MEB_A,57
training,5MFA_A,481
training,5MFO_A,85
training,5MGR_A,47
training,5MGW_A,334
training,5MH6_A,302
training,5MJR_A,173
training,5MK2_A,222
training,5MPT_A,183
training,5MQP_A,255
training,5MU9_A,273
training,5MUJ_A,220
training,5MV0_A,146
training,5MWA_A,92
training,5MX9_A,340
training,5MZW_A,322
training,5MZW_B,292
training,5N5P_A,81
training,5N6F_A,202
training,5N8A_X,8
training,5NNA_A,276
training,5NRM_A,157
training,5NT7_A,43
training,5NUL_A,168
training,5NXK_A,110
training,5O0J_A,256
training,5O15_A,180
training,5O1L_A,164
training,5O29_A,749
training,5O2X_A,242
training,5O6T_A,33
training,5O9Q_A,318
training,5OI7_A,96
training,5OL4_B,154
training,5OLR_A,567
training,5OMT_A,102
training,5ONK_A,222
training,5OO7_A,114
training,5OR3_A,287
training,5OUO_A,279
training,5OVO_A,313
training,5OW0_A,199
training,5OW0_B,201
training,5Q22_A,199
training,5QHH_A,65
training,5QI0_A,173
training,5R7X_A,170
training,5R8Q_A,99
training,5RKZ_A,129
training,5SBF_A,172
training,5SV5_A,115
training,5SV6_A,253
training,5SWK_C,45
training,5T1P_A,209
training,5T1X_A,78
training,5T39_A,177
training,5T5I_A,211
training,5T5I_B,157
training,5T86_I,52
training,5T95_A,153
training,5T9Y_A,211
training,5TCB_A,109
training,5TDE_B,275
training,5TED_A,157
training,5TG0_A,124
training,5THK_A,317
training,5TIP_A,173
training,5TJ3_A,471
training,5TK2_A,114
training,5TLE_A,288
training,5TMA_A,336
training,5TNY_A,103
training,5TPI_A,133
training,5TQI_A,274
training,5TQJ_A,142
training,5TSQ_A,140
training,5TTA_A,109
training,5TVO_A,173
training,5TVO_B,66
training,5TWA_A,58
training,5TXK_A,250
training,5TZP_A,108
training,5U22_A,293
training,5U2L_A,87
training,5U3A_A,584
training,5U4H_A,524
training,5U4S_A,155
training,5U5O_A,306
training,5U8U_A,172
training,5UAM_A,367
training,5UB3_A,132
training,5UBA_A,174
training,5UCS_A,223
training,5UEB_A,151
training,5UFY_A,180
training,5UGZ_A,110
training,5UJC_A,212
training,5ULB_A,249
training,5UM2_A,210
training,5UMF_A,191
training,5UMR_A,46
training,5UMU_A,114
training,5UQD_A,133
training,5UQZ_A,356
training,5UUK_A,60
training,5UVD_A,227
training,5UVG_A,144
training,5UX1_A,126
training,5V0M_A,101
training,5V44_A,85
training,5VBI_A,322
training,5VGB_B,39
training,5VGT_A,59
training,5VHV_A,333
training,5VJI_A,21
training,5VJI_C,41
training,5VN4_A,262
training,5VTL_A,273
training,5VUG_A,244
training,5VX1_A,142
training,5W0G_A,55
training,5W0H_A,79
training,5W5R_A,334
training,5W7Z_A,253
training,5W82_A,84
training,5WAN_A,154
training,5WB4_A,50
training,5WD6_A,98
training,5WEC_A,120
training,5WKR_A,112
training,5WQV_A,48
training,5WSF_A,136
training,5WWW_A,58
training,5WXU_A,229
training,5WZQ_A,464
training,5X2E_A,34
training,5X40_A,201
training,5X49_A,337
training,5X4R_A,262
training,5X4T_A,279
training,5X5V_A,205
training,5X6S_A,188
training,5XAV_A,403
training,5XB6_A,352
training,5XBF_B,55
training,5XBI_A,185
training,5XBN_A,62
training,5XBU_A,197
training,5XDC_A,277
training,5XEY_A,218
training,5XI8_A,139
training,5XK6_A,243
training,5XKA_A,160
training,5XKT_A,146
training,5XLY_A,274
training,5XLY_B,134
training,5XMZ_A,113
training,5XPV_A,60
training,5XTA_A,39
training,5XVE_A,302
training,5XVR_A,232
training,5Y1A_A,309
training,5Y4U_A,60
training,5Y6H_A,56
training,5Y90_A,160
training,5Y9Q_A,102
training,5Y9X_A,204
training,5Y9Z_A,227
training,5YDD_A,70
training,5YDV_A,96
training,5YGB_A,234
training,5YI7_A,63
training,5YKR_A,414
training,5YO8_A,186
training,5YOB_A,175
training,5YQJ_A,208
training,5YRV_A,426
training,5YRV_B,137
training,5YRV_C,133
training,5YSE_A,271
training,5YU3_A,302
training,5YVK_A,172
training,5Z0D_A,199
training,5Z3E_A,426
training,5Z3K_A,440
training,5Z51_A,164
training,5Z6D_A,86
training,5Z8O_A,111
training,5Z9Y_A,96
training,5ZCY_A,62
training,5ZHO_A,167
training,5ZJ0_A,114
training,5ZKM_A,74
training,5ZKT_A,28
training,5ZMO_A,61
training,5ZNT_A,212
training,5ZOD_A,119
training,5ZON_A,116
training,5ZQA_A,146
training,5ZRY_A,85
training,5ZUM_A,407
training,5ZW7_A,261
training,5ZYF_A,65
training,5ZYN_B,196
training,5ZYU_A,206
training,6A02_A,180
training,6A15_A,207
training,6A71_A,69
training,6A8M_A,430
training,6A9S_A,257
training,6AC0_A,73
training,6AC5_A,66
training,6AE8_C,7
training,6AKZ_A,216
training,6AMG_A,86
training,6AO8_A,209
training,6APE_A,183
training,6AVD_A,45
training,6AVX_A,268
training,6B12_B,88
training,6B29_A,55
training,6B2V_A,239
training,6B2Y_A,191
training,6B4E_A,142
training,6B5K_A,165
training,6B7P_A,224
training,6B9X_E,50
training,6BA9_A,212
training,6BCB_A,146
training,6BIO_A,396
training,6BK0_A,429
training,6BKA_A,233
training,6BLH_G,26
training,6BLQ_B,156
training,6BM5_A,310
training,6BS8_A,72
training,6BSC_A,52
training,6BSQ_A,394
training,6BVC_A,51
training,6BXG_A,51
training,6C0Y_A,96
training,6C33_A,135
training,6C3C_A,415
training,6C3M_A,348
training,6C5B_A,252
training,6CB7_A,110
training,6CBN_A,428
training,6CBR_A,128
training,6CBU_A,97
training,6CCD_A,61
training,6CD7_A,282
training,6CKA_A,73
training,6CKM_A,184
training,6CN9_A,120
training,6CNW_A,82
training,6COJ_A,201
training,6COJ_B,172
training,6CPB_A,120
training,6CR0_A,148
training,6CTZ_A,219
training,6CUM_A,24
training,6D0G_A,137
training,6D2C_A,163
training,6D7Y_A,44
training,6D9T_A,182
training,6D9Y_A,214
training,6DAO_A,304
training,6DCD_A,201
training,6DCJ_A,237
training,6DCM_A,86
training,6DG4_A,285
training,6DGG_A,86
training,6DKN_A,180
training,6DKQ_A,56
training,6DNM_A,107
training,6DNT_A,208
training,6DNV_A,130
training,6DQH_A,176
training,6DQP_A,80
training,6DQX_A,238
training,6DRE_B,156
training,6DRS_A,124
training,6DX1_A,121
training,6E0K_A,334
training,6E0V_A,521
training,6E1F_A,99
training,6E3A_A,59
training,6E4D_A,559
training,6E4L_A,133
training,6E60_A,558
training,6E7E_A,158
training,6ECT_A,158
training,6EDM_A,217
training,6EF6_A,145
training,6EFN_A,312
training,6EHB_A,197
training,6EHI_A,88
training,6EQE_A,368
training,6EQS_A,137
training,6ER1_A,79
training,6ER4_A,200
training,6ET0_A,197
training,6EUW_A,94
training,6EVN_A,38
training,6EWJ_A,178
training,6EWL_A,81
training,6EXM_A,88
training,6EXX_A,99
training,6F2E_A,158
training,6F45_A,49
training,6F45_D,126
training,6F4J_C,91
training,6F5C_A,52
training,6F5Z_A,148
training,6F5Z_C,44
training,6F8A_A,336
training,6F8P_A,160
training,6FDK_A,226
training,6FIH_A,227
training,6FJV_A,95
training,6FLF_A,166
training,6FM5_A,160
training,6FM7_A,443
training,6FPQ_A,130
training,6FSN_A,151
training,6FTF_B,350
training,6FTH_A,467
training,6FTO_A,34
training,6FTO_C,55
training,6FU9_A,65
training,6FU9_B,97
training,6FUC_A,302
training,6FVI_A,130
training,6FYJ_A,348
training,6FZ6_A,155
training,6G1I_A,202
training,6G4J_B,54
training,6G60_A,229
training,6G85_A,180
training,6G8Y_A,62
training,6G96_A,163
training,6GBI_A,67
training,6GCF_A,63
training,6GCV_A,99
training,6GCZ_A,290
training,6GDX_A,111
training,6GEH_A,264
training,6GG7_A,153
training,6GHT_A,181
training,6GHU_A,40
training,6GI4_B,126
training,6GN5_A,87
training,6GNA_A,85
training,6GPZ_A,40
training,6GQ3_A,265
training,6GUG_A,206
training,6GZ0_A,94
training,6GZA_A,40
training,6H2R_A,227
training,6H2U_A,105
training,6H5W_A,400
training,6H6O_A,41
training,6H8G_A,30
training,6H96_A,107
training,6HBV_A,373
training,6HCD_A,47
training,6HCW_A,467
training,6HEI_A,138
training,6HEM_A,172
training,6HFZ_A,186
training,6HGM_B,33
training,6HIU_A,128
training,6HPH_A,484
training,6HSA_A,179
training,6HSJ_A,277
training,6HTJ_A,128
training,6HTO_A,366
training,6I05_A,87
training,6I1M_A,71
training,6I3Q_A,430
training,6I50_A,97
training,6I9A_A,593
training,6IBE_A,114
training,6ICN_A,330
training,6IF4_A,32
training,6IFF_A,256
training,6IGG_A,203
training,6IH0_A,330
training,6IHR_A,226
training,6IIY_A,224
training,6IJN_A,262
training,6IK4_A,140
training,6ILU_A,89
training,6IN9_C,21
training,6IS8_A,140
training,6IST_A,44
training,6IUX_A,302
training,6IWD_B,39
training,6IX2_A,560
training,6IX8_A,336
training,6IXL_A,255
training,6IZH_A,133
training,6J27_A,124
training,6J4P_A,365
training,6J56_A,82
training,6J6P_A,122
training,6J6V_A,43
training,6J93_A,189
training,6J9L_A,60
training,6J9L_E,42
training,6JAL_A,586
training,6JCC_A,59
training,6JCH_A,249
training,6JH7_A,151
training,6JI6_A,268
training,6JIE_A,76
training,6JKK_A,175
training,6JMK_A,77
training,6JNY_A,89
training,6JQB_A,351
training,6JSA_A,111
training,6JUF_A,231
training,6JV0_A,199
training,6JV7_A,27
training,6JX3_B,59
training,6JY1_A,145
training,6JYZ_A,496
training,6JZ2_A,393
training,6K06_A,10
training,6K1T_A,213
training,6K7Z_A,235
training,6K82_B,202
training,6KBX_B,215
training,6KFN_A,332
training,6KIA_A,188
training,6KII_A,370
training,6KJK_A,136
training,6KLI_A,377
training,6KM7_C,17
training,6KME_A,108
training,6KMO_A,466
training,6KP5_A,115
training,6KPL_A,188
training,6KQS_A,517
training,6KRI_A,564
training,6KTK_A,299
training,6KZJ_A,25
training,6KZJ_B,19
training,6L0O_A,29
training,6L1M_A,144
training,6L1O_A,165
training,6L2A_A,46
training,6L4P_B,76
training,6L4V_A,238
training,6L5T_A,114
training,6L7Q_A,184
training,6LAC_A,86
training,6LCH_A,255
training,6LCQ_A,57
training,6LH8_A,119
training,6LHY_A,128
training,6LIY_A,101
training,6LJE_A,104
training,6LJH_A,213
training,6LKK_A,243
training,6LN3_A,87
training,6LU2_A,281
training,6LV0_A,247
training,6LZH_A,183
training,6M0Q_B,35
training,6M2O_A,604
training,6M64_A,142
training,6M7A_C,39
training,6M9M_A,295
training,6M9Z_A,257
training,6MBF_A,166
training,6MD5_A,145
training,6MF4_A,128
training,6MFU_A,163
training,6MIB_A,162
training,6MIC_A,103
training,6MNI_A,123
training,6MPR_A,548
training,6MRS_A,45
training,6MT7_A,232
training,6MX3_A,114
training,6N0A_A,198
training,6N0X_A,325
training,6N2C_A,341
training,6N2N_A,510
training,6N2N_B,219
training,6N4L_A,239
training,6N6J_A,182
training,6N7M_A,52
training,6N87_A,272
training,6ND7_A,168
training,6NE2_A,76
training,6NHX_A,230
training,6NIO_A,151
training,6NLP_A,177
training,6NLQ_A,134
training,6NNW_A,94
training,6NPC_A,321
training,6NQ4_A,141
training,6NQC_A,138
training,6NSV_A,96
training,6NU8_A,455
training,6NUC_C,10
training,6NX5_A,81
training,6NXC_A,122
training,6NY9_B,132
training,6NYQ_C,134
training,6NZ4_A,238
training,6NZS_A,652
training,6O0A_A,254
training,6O15_A,272
training,6O2V_A,160
training,6O5I_A,415
training,6O6J_A,302
training,6O8L_A,58
training,6OAE_A,103
training,6OD3_A,21
training,6OG4_C,31
training,6OH9_A,241
training,6OJ1_A,109
training,6OJL_A,440
training,6OJM_A,207
training,6OK1_A,189
training,6OK1_B,71
training,6OM4_A,237
training,6OMP_A,375
training,6ON6_A,41
training,6ONB_A,58
training,6ONF_A,146
training,6ORI_A,422
training,6OSX_A,67
training,6OVM_R,222
training,6OXC_B,464
training,6P0Q_A,106
training,6P29_A,117
training,6P2D_A,377
training,6P2I_A,123
training,6P3N_A,149
training,6P4N_A,84
training,6P58_A,68
training,6P7Z_A,477
training,6P8J_A,306
training,6P8O_A,58
training,6PBM_A,250
training,6PCE_A,30
training,6PCK_A,106
training,6PCZ_A,304
training,6PFQ_A,74
training,6PFX_A,315
training,6PKH_A,219
training,6PT8_A,250
training,6PW7_A,157
training,6PWG_A,86
training,6PWY_A,173
training,6PX0_A,76
training,6PX4_A,60
training,6PY3_A,108
training,6PZD_A,428
training,6PZL_A,202
training,6Q1M_A,88
training,6Q75_A,127
training,6Q9C_A,68
training,6Q9L_A,130
training,6QAZ_A,119
training,6QDI_A,397
training,6QLA_A,265
training,6QPS_A,535
training,6QTS_A,185
training,6QVS_A,150
training,6QW0_A,76
training,6QXU_A,239
training,6QZ3_A,381
training,6R2M_A,500
training,6R2W_L,103
training,6R3Z_A,111
training,6R5W_A,56
training,6R7V_A,180
training,6RB7_A,296
training,6RCC_X,44
training,6RFG_A,56
training,6RIM_A,204
training,6RNV_A,242
training,6RS4_A,232
training,6RVQ_A,241
training,6RW0_A,207
training,6RWT_A,76
training,6RY0_A,495
training,6RYG_A,134
training,6RYZ_A,258
training,6S1H_A,386
training,6S2B_A,352
training,6S2M_A,216
training,6S2R_A,111
training,6S4C_A,107
training,6SA9_A,74
training,6SAO_A,395
training,6SCQ_A,49
training,6SE1_A,281
training,6SGF_A,88
training,6SHU_A,315
training,6SJ3_A,472
training,6SJQ_A,87
training,6SLD_A,301
training,6SNR_A,163
training,6SPO_A,447
training,6SQ2_D,21
training,6SQP_A,55
training,6SRE_A,274
training,6SSD_A,446
training,6SUN_A,196
training,6SWI_A,125
training,6SYI_A,166
training,6T2T_A,223
training,6T3X_A,84
training,6T6E_A,24
training,6T6H_A,244
training,6T85_A,590
training,6T9Q_A,88
training,6TAB_A,153
training,6TD7_A,142
training,6TFX_A,325
training,6TGK_C,72
training,6TGU_A,396
training,6THO_A,233
training,6TJ2_A,247
training,6TJR_A,243
training,6TM3_A,253
training,6TM6_A,98
training,6TNQ_A,37
training,6TOP_B,102
training,6TQ5_A,125
training,6TRJ_A,79
training,6TS3_A,98
training,6TT2_A,90
training,6TTN_A,298
training,6TV2_A,376
training,6TVE_P,485
training,6TYJ_A,65
training,6TYK_A,128
training,6TYU_A,96
training,6TZN_A,56
training,6U1R_A,361
training,6U1V_A,244
training,6UAE_A,67
training,6UAQ_A,267
training,6UBL_A,105
training,6UDV_A,104
training,6UEH_A,462
training,6UH2_A,132
training,6UKF_X,152
training,6ULO_A,367
training,6UMU_A,73
training,6UOF_A,123
training,6UQV_A,218
training,6USC_A,135
training,6UUT_A,304
training,6V1C_A,17
training,6V42_A,372
training,6V4M_A,98
training,6V67_A,48
training,6V9M_B,383
training,6VH6_A,192
training,6VJC_A,255
training,6VK6_A,359
training,6VK6_B,359
training,6VK6_C,168
training,6VLX_A,98
training,6VO6_A,221
training,6VRD_A,128
training,6W0V_B,110
training,6W54_A,116
training,6W9G_A,87
training,6WAO_A,225
training,6WFV_A,124
training,6WL5_A,106
training,6WMD_A,186
training,6WN5_A,103
training,6WQY_A,475
training,6WT8_A,242
training,6X38_A,107
training,6X42_X,122
training,6X6F_A,77
training,6X7N_A,191
training,6X7Q_A,212
training,6XAL_A,316
training,6XAW_B,6
training,6XB6_A,281
training,6XCQ_A,178
training,6XG7_A,196
training,6XHZ_A,156
training,6XIP_A,27
training,6XKG_A,200
training,6XLR_A,474
training,6XOJ_A,239
training,6XPJ_A,60
training,6XRR_C,17
training,6XRU_B,227
training,6XTD_A,141
training,6XUB_A,122
training,6XW5_A,160
training,6XYA_B,116
training,6XYB_A,48
training,6XZL_A,168
training,6XZU_B,68
training,6Y0D_A,89
training,6Y56_A,312
training,6Y8F_A,300
training,6Y9J_A,256
training,6YB5_A,98
training,6YB5_C,12
training,6YB7_A,257
training,6YDR_A,99
training,6YII_A,249
training,6YJI_A,294
training,6YKF_A,155
training,6YOO_A,113
training,6YSP_A,188
training,6YTB_B,96
training,6YV5_A,172
training,6Z2F_A,247
training,6Z2T_A,36
training,6Z68_A,322
training,6Z6E_A,101
training,6Z7A_A,206
training,6Z8H_A,138
training,6Z96_A,77
training,6ZBK_B,131
training,6ZDT_B,111
training,6ZE6_A,745
training,6ZEG_A,374
training,6ZGQ_A,84
training,6ZM8_A,308
training,6ZMP_A,133
training,6ZRN_C,36
training,6ZTI_A,359
training,6ZUS_A,74
training,6ZVO_A,87
training,6ZWA_A,79
training,6ZZJ_A,141
training,6ZZN_A,158
training,7A03_A,292
training,7A0Q_A,201
training,7A2U_A,43
training,7A31_A,69
training,7A35_A,77
training,7A38_A,45
training,7A3W_A,140
training,7A5M_A,90
training,7A73_A,313
training,7ACM_A,73
training,7ACW_B,17
training,7ADR_A,527
training,7AL1_A,32
training,7ALC_A,98
training,7ALJ_A,50
training,7ALZ_A,165
training,7ANI_A,87
training,7APE_A,230
training,7AQF_A,140
training,7ARW_A,146
training,7ASI_A,60
training,7AT0_A,251
training,7ATR_A,373
training,7AVK_A,95
training,7AVP_A,89
training,7B0X_D,76
training,7B3A_A,178
training,7B5W_A,74
training,7B62_A,112
training,7BBL_B,63
training,7BBL_E,44
training,7BBV_A,138
training,7BBX_A,460
training,7BC1_A,178
training,7BGG_A,295
training,7BIZ_A,552
training,7BJ9_A,156
training,7BLK_A,177
training,7BLL_A,467
training,7BMY_A,125
training,7BQP_A,268
training,7BRA_A,270
training,7BU2_A,227
training,7BUG_A,190
training,7BVD_A,301
training,7BX9_A,90
training,7BXD_A,190
training,7C0Y_A,292
training,7C1I_A,110
training,7C45_A,192
training,7C4H_A,159
training,7C64_A,443
training,7C7D_A,241
training,7C8F_A,199
training,7C8Q_A,139
training,7CAQ_A,80
training,7CCB_A,86
training,7CDY_A,503
training,7CIG_A,294
training,7CIW_A,137
training,7CIZ_D,46
training,7CKA_A,124
training,7CL8_A,507
training,7CLY_A,98
training,7CNP_A,702
training,7COH_A,209
training,7COH_E,50
training,7COH_G,34
training,7COH_I,21
training,7COH_L,24
training,7CQ3_A,293
training,7CRA_A,218
training,7CUP_A,152
training,7CX5_A,137
training,7CZ2_A,199
training,7D0E_A,55
training,7D18_A,188
training,7D1B_A,189
training,7D53_A,185
training,7D54_A,156
training,7D5M_A,261
training,7D9C_A,507
training,7DA0_B,111
training,7DA0_C,84
training,7DBL_A,200
training,7DBU_A,118
training,7DE2_A,141
training,7DF2_A,114
training,7DG2_A,132
training,7DG2_C,140
training,7DHF_A,154
training,7DHP_A,81
training,7DJM_A,165
training,7DM0_A,145
training,7DMA_B,92
training,7DMS_A,90
training,7DP4_A,148
training,7DPY_A,83
training,7DS6_A,241
training,7DU7_A,38
training,7E0M_A,223
training,7E1Q_A,456
training,7E4V_A,90
training,7E5V_A,149
training,7EE5_A,121
training,7EF0_A,149
training,7EHG_A,114
training,7EHR_A,282
training,7EHU_A,493
training,7EIF_A,110
training,7EJ3_A,386
training,7EK6_A,43
training,7EKD_A,212
training,7EL3_A,102
training,7ELV_E,93
training,7EPV_A,159
training,7ERQ_A,111
training,7ES0_A,372
training,7ESW_A,156
training,7ESX_A,241
training,7ET5_A,107
training,7EUN_A,252
training,7EWI_A,94
training,7EYL_A,110
training,7EZI_A,245
training,7F0Y_A,115
training,7F3S_A,80
training,7F69_A,194
training,7F6Q_A,230
training,7F82_A,230
training,7FCJ_A,86
training,7FCR_A,86
training,7FCT_A,101
training,7FDO_A,105
training,7FGN_A,118
training,7G83_B,182
training,7JGU_A,61
training,7JGW_A,85
training,7JID_A,297
training,7JJK_A,56
training,7JP2_A,336
training,7JTJ_A,182
training,7JV7_A,117
training,7JW2_A,194
training,7K3T_A,272
training,7K5L_A,71
training,7K67_A,224
training,7K7W_A,104
training,7KL7_A,95
training,7KLJ_A,247
training,7KMM_A,177
training,7KOM_A,165
training,7KPO_A,139
training,7KPU_A,151
training,7KRI_A,54
training,7KYX_A,200
training,7KZW_A,137
training,7L1J_A,135
training,7L71_A,135
training,7L9U_A,157
training,7LBV_A,223
training,7LCU_A,320
training,7LD8_A,243
training,7LD9_B,165
training,7LGA_A,80
training,7LGC_A,91
training,7LHK_A,219
training,7LJL_A,208
training,7LJN_A,437
training,7LJO_A,138
training,7LKL_A,232
training,7LKL_B,294
training,7LQ2_A,50
training,7LT2_A,338
training,7LV6_B,627
training,7LVM_A,160
training,7LWE_A,120
training,7M3X_A,394
training,7M5F_C,114
training,7M6B_A,108
training,7M7N_A,391
training,7MBJ_A,103
training,7MF4_A,318
training,7MIW_A,636
training,7MPR_A,218
training,7MS7_A,115
training,7MW7_A,71
training,7N6F_A,256
training,7N6H_A,318
training,7NCU_A,132
training,7NDJ_A,69
training,7NDY_G,50
training,7NER_A,35
training,7NES_A,54
training,7NFB_A,110
training,7NMQ_A,422
training,7NNA_A,81
training,7NNI_A,297
training,7NUV_A,105
training,7NX1_A,111
training,7NYQ_A,114
training,7NZA_A,136
training,7O06_C,58
training,7O21_A,184
training,7O4F_A,67
training,7O4M_A,272
training,7O4P_A,151
training,7O78_A,286
training,7O79_A,219
training,7O91_A,179
training,7O9O_A,194
training,7OCB_B,121
training,7ODC_A,299
training,7ODY_A,61
training,7OFV_A,187
training,7OH2_A,238
training,7OL3_A,476
training,7OLB_A,123
training,7OTS_A,148
training,7OUU_A,109
training,7OVU_A,93
training,7OYW_A,217
training,7P18_A,264
training,7P2M_A,120
training,7P5B_A,373
training,7PD1_A,329
training,7PE0_A,67
training,7PHD_A,138
training,7PK2_A,217
training,7PLJ_A,276
training,7PUH_A,210
training,7PVX_A,42
training,7PZ2_A,86
training,7Q0O_A,197
training,7Q2A_A,164
training,7Q47_A,100
training,7Q5V_A,151
training,7QCP_A,241
training,7QF6_A,276
training,7QF7_A,55
training,7QFG_A,166
training,7QFI_A,116
training,7QHG_A,209
training,7QI3_A,203
training,7QQI_A,394
training,7QS2_A,54
training,7QSP_A,57
training,7QSS_A,227
training,7QU5_A,151
training,7R65_A,237
training,7R7B_A,54
training,7RC2_A,348
training,7RF9_A,144
training,7RFQ_A,110
training,7RG8_A,151
training,7RGJ_A,73
training,7RLM_A,123
training,7RM7_A,163
training,7RPY_A,131
training,7RSW_A,102
training,7RT0_A,243
training,7RU7_A,172
training,7RW4_A,208
training,7RWS_A,224
training,7S16_A,175
training,7S4N_B,39
training,7S5A_A,90
training,7S5H_A,67
training,7S5O_A,166
training,7S7G_A,315
training,7S7J_A,64
training,7S7W_A,242
training,7SKE_A,114
training,7SNE_A,187
training,7SOQ_A,99
training,7T0Y_B,44
training,7T1M_A,101
training,7T24_A,401
